Gender,Age as of Academic Year 17/18,Current Year (17/18),Proposed Year/Grade (18/19),Year of Admission ,Previous Curriculum (17/18)2,Current School ,Current Curriculum ,Previous year/Grade ,Math-exam,Science-exam ',English-exam ',Math19-1 ',Science19-1 ',English19-1 ',Math19-2 ',Science19-2 ',English19-2 ',Math19-3 ',Science19-3 ',English19-3 ',Math20-1 ',Science20-1 ',English20-1 ',Math20-2 ',Science20-2 ',English20-2 ',Math20-3 ',Science20-3 ',English20-3 '
Female,8,Grade 3,Grade 4,New Admission 18/19,Indian,School 1,American ,Grade system,88,55,53,84,54,81,66,90,65,51,56,92,75,79,60,79,69,80,69,75,72
Male,8,Year 4,Grade 4,New Admission 18/19,British,School 1,American ,Year System,75,90,87,80,55,83,95,76,74,83,81,63,95,86,68,72,97,78,99,96,80
Female,10,Year 6,Grade 6 ,New Admission 18/19,British,School 1,American ,Year System,67,65,54,80,60,90,75,58,95,76,62,72,82,93,80,99,79,76,79,73,73
Male,10,Grade 5,Grade 6 ,New Admission 18/19,UAE,School 1,American ,Grade system,55,71,89,84,77,89,55,84,66,85,93,54,78,80,76,89,92,75,85,75,98
Male,10,Grade 5,Grade 6 ,New Admission 18/19,UAE,School 1,American ,Grade system,88,95,58,91,91,95,92,88,83,77,64,80,66,93,69,74,86,71,72,69,85
Female,10,Grade 5,Grade 6 ,New Admission 18/19,UAE,School 1,American ,Grade system,90,89,71,66,50,80,83,68,92,52,56,62,84,60,63,98,97,91,71,94,70
Female,10,Year 6,Grade 6 ,New Admission 18/19,British,School 1,American ,Year System,85,67,68,63,72,78,83,68,56,93,91,64,63,69,61,76,80,82,96,94,85
Female,9,Grade 5,Grade 6 ,New Admission 18/19,Indian ,School 1,American ,Grade system,91,70,58,51,82,56,60,57,58,94,56,78,78,82,69,85,81,95,77,87,97
Male,14,Year 10,Grade 10,New Admission 18/19,British ,School 1,American ,Year System,90,64,95,58,60,79,69,92,69,92,86,59,79,67,67,88,92,88,78,72,84
Female,11,Year 7,Grade 7 ,New Admission 18/19,British ,School 1,American ,Year System,55,54,83,61,90,74,73,67,83,70,81,56,75,76,90,88,77,95,98,86,77
Male,12,Grade 6 ,Grade 7 ,New Admission 18/19,UAE,School 1,American ,Grade system,92,84,84,75,73,70,67,85,81,90,74,83,87,87,83,75,85,81,82,96,84
Male,12,Grade 6 ,Grade 7 ,New Admission 18/19,American ,School 1,American ,Grade system,59,74,90,57,94,70,78,87,69,81,71,80,63,80,71,76,75,82,77,76,70
Female,7,Grade 2,Grade 3,New Admission 18/19,UAE,School 1,American ,Grade System,72,94,80,65,83,89,57,59,59,73,55,78,83,77,77,93,96,76,88,88,90
Male,8,Year 3,Grade 3,New Admission 18/19,British,School 1,American ,Year System,70,90,94,80,67,63,69,69,71,66,75,95,75,89,79,84,81,97,87,76,93
Male,7,Grade 2,Grade 3,New Admission 18/19,UAE,School 1,American ,Grade system,71,67,76,53,52,77,64,67,67,74,82,95,72,76,77,91,93,88,88,96,77
Female,8,Year 3,Grade 3,New Admission 18/19,British ,School 1,American ,Year System,51,65,75,88,67,76,73,83,85,88,63,70,73,80,79,90,86,77,75,70,69
Female,7,Grade 2,Grade 3,New Admission 18/19,American,School 1,American ,Grade system,78,52,74,93,65,71,92,55,72,55,79,82,85,69,60,72,95,94,69,77,73
Female,7,Grade 2,Grade 3,New Admission 18/19,German ,School 1,American ,Grade system,69,64,95,64,85,74,72,82,79,68,53,83,70,84,76,79,80,76,94,93,72
Male,7,Grade 2,Grade 3,New Admission 18/19,American ,School 1,American ,Grade system,75,63,88,51,66,88,67,58,81,94,55,74,61,67,81,79,93,84,88,83,76
Male,7,Year 3,Grade 3,New Admission 18/19,British ,School 1,American ,Year System,76,62,88,62,76,84,92,84,92,52,95,85,74,81,65,84,73,95,78,83,72
Male,8,Year 3,Grade 3,New Admission 18/19,British ,School 1,American ,Year System,74,53,65,88,88,54,72,68,74,79,93,70,79,71,93,92,73,84,72,81,98
Female,6,Year 3,Grade 3,New Admission 18/19,British ,School 1,American ,Year System,59,91,76,54,61,91,72,59,92,81,51,59,60,61,83,92,90,99,91,74,78
Male,9,Grade 4,Grade 5,New Admission 18/19,UAE,School 1,American ,Grade system,68,52,92,51,77,67,75,68,71,80,58,61,60,62,85,77,77,84,72,90,98
Male,10,Grade 4,Grade 5,New Admission 18/19,American,School 1,American ,Grade system,75,52,61,77,55,79,89,85,61,90,61,90,65,71,80,69,94,99,96,86,97
Male,10,Grade 4,Grade 5,New Admission 18/19,American ,School 1,American ,Grade system,53,55,93,67,84,80,88,83,62,92,71,54,85,68,81,86,80,99,78,95,94
Female,10,Grade 5,Grade 6 ,New Admission 18/19,American,School 1,American ,Grade system,87,52,61,72,83,92,82,78,59,88,84,57,90,61,92,86,76,76,86,79,89
Male,10,Grade 5,Grade 6 ,New Admission 18/19,UAE,School 1,American ,Grade system,74,68,61,81,78,85,92,82,76,55,87,86,94,85,87,76,71,87,76,85,71
Male,13,Grade 8 ,Grade 9 ,New Admission 18/19,American ,School 1,American ,Grade system,83,92,50,63,70,74,65,75,72,92,91,82,64,90,61,97,70,80,76,82,73
Male,8,Year 4,Grade 4,New Admission 18/19,British ,School 1,American ,Year System,62,61,88,55,66,75,78,69,80,59,61,61,95,95,67,89,71,77,97,83,91
Male,8,Grade 3,Grade 4,New Admission 18/19,American ,School 1,American ,Grade System,92,94,87,80,51,86,69,67,79,92,68,61,94,71,62,72,81,93,70,75,85
Female,6,Grade 1,Grade 2,New Admission 18/19,Indian,School 1,American ,Grade system,79,93,97,90,87,68,65,74,86,72,88,81,98,78,88,86,94,79,97,90,88
Male,6,Year 2,Grade 2,New Admission 18/19,British ,School 1,American ,Year System,64,52,61,80,82,75,76,56,85,93,58,81,74,95,81,99,75,95,97,83,78
Male,5,Grade 1,Grade 2,New Admission 18/19,Indian ,School 1,American ,Grade system,88,53,82,76,71,66,59,79,74,62,81,93,95,75,82,78,77,89,71,84,98
Male,10,Year 6,Grade 6 ,New Admission 18/19,British ,School 1,American ,Year System,72,75,69,71,81,86,56,74,89,58,85,75,78,68,74,86,73,88,80,74,84
Female,11,Year 6,Grade 6 ,New Admission 18/19,British ,School 1,American ,Year System,82,99,74,77,82,75,81,84,76,93,71,72,85,84,91,89,79,78,94,85,94
Female,4,FS2,KG2,New Admission 18/19,British,School 1,American ,Year System,58,52,72,88,61,79,73,73,85,59,89,87,67,66,85,95,84,87,87,73,69
Female,3,FS2,KG2,New Admission 18/19,British ,School 1,American ,Year System,92,68,81,63,79,71,55,80,65,82,80,60,69,94,78,97,84,74,83,74,71
Male,3,FS2,KG2,New Admission 18/19,British ,School 1,American ,Year System,72,80,89,67,84,62,68,84,76,90,96,78,98,85,75,86,94,85,90,98,82
Male,4,KG1,KG2,New Admission 18/19,CBSE,School 1,American ,Grade system,80,66,52,87,93,82,83,85,64,65,64,62,83,87,64,75,97,93,90,97,69
Female,4,KG1,KG2,New Admission 18/19,American ,School 1,American ,Grade system,92,92,90,66,86,67,65,72,75,67,87,89,85,82,77,85,75,93,83,84,99
Male,3,KG1,KG2,New Admission 18/19,CBSE,School 1,American ,Grade system,88,79,62,80,84,50,64,92,56,57,73,56,83,83,61,93,99,94,80,92,96
Male,7,Grade 2,Grade 3,New Admission 18/19,American ,School 1,American ,Grade system,63,85,85,91,94,84,72,60,70,87,79,58,60,64,62,74,90,82,73,95,79
Female,7,Grade 2,Grade 3,New Admission 18/19,American,School 1,American ,Grade system,52,58,84,87,70,59,56,80,74,54,92,86,95,90,63,79,82,73,78,75,99
Male,6,Grade 2,Grade 3,New Admission 18/19,UAE,School 1,American ,Grade system,75,77,71,62,89,52,80,69,84,57,69,90,76,65,62,86,78,72,70,72,75
Male,6,Year 3,Grade 3,New Admission 18/19,British ,School 1,American ,Year System,68,72,63,68,59,66,60,71,58,95,73,64,91,81,64,89,70,77,94,75,93
Female,7,Grade 2,Grade 3,New Admission 18/19,American ,School 1,American ,Grade system,69,94,81,59,92,54,78,72,88,73,64,55,64,66,70,89,71,89,88,73,94
Female,7,Year 3,Grade 3,New Admission 18/19,British ,School 1,American ,Year System,77,85,87,79,68,60,92,85,70,88,54,55,82,72,83,69,84,94,95,94,87
Female,5,KG2,Grade 1,New Admission 18/19,UAE,School 1,American ,Grade system,71,72,86,79,78,78,58,57,77,78,65,59,95,80,70,72,74,77,74,72,71
Male,4,KG2,Grade 1,New Admission 18/19,American ,School 1,American ,Grade system,63,50,75,77,68,63,87,60,84,81,67,70,72,94,84,75,81,72,90,85,95
Male,5,KG2,Grade 1,New Admission 18/19,UAE,School 1,American ,Grade System,91,83,65,53,64,87,61,58,59,93,86,76,61,91,92,91,75,86,70,89,75
Male,5,KG2,Grade 1,New Admission 18/19,UAE,School 1,American ,Grade system,77,66,52,84,79,86,67,72,60,93,81,53,83,69,91,71,89,77,92,72,72
Male,5,KG2,Grade 1,New Admission 18/19,American ,School 1,American ,Grade system,82,51,91,63,70,78,75,88,62,94,77,74,61,90,90,84,82,99,91,80,89
Female,4,Year 1,Grade 1,New Admission 18/19,British ,School 1,American ,Year System,92,78,79,86,50,92,61,62,55,52,87,66,73,83,90,81,82,99,83,76,80
Female,5,Year 1,Grade 1,New Admission 18/19,British ,School 1,American ,Year System,53,81,90,79,92,88,80,55,87,63,75,51,78,94,62,98,79,72,81,78,96
Male,5,Year 1,Grade 1,New Admission 18/19,British,School 1,American ,Year System,65,93,70,77,54,80,85,81,60,69,54,62,69,73,77,96,92,69,69,97,87
Female,6,KG2,Grade 1,New Admission 18/19,Indian,School 1,American ,Grade System,67,63,79,81,95,60,74,74,72,71,70,62,72,61,60,84,83,98,84,91,95
Male,5,Year 1,Grade 1,New Admission 18/19,British,School 1,American ,Year System,81,77,95,74,56,62,72,95,56,53,74,95,90,71,70,99,90,73,79,72,93
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,82.5,82.5,82.5,98.6,61.7,61.7,85,33.3,85,78,80,78,64,84.5,88.2,89.9,83.3,89.9,88.2,100,88.2
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,62.5,75,75,100,91.3,91.3,77.7,66.7,77.7,90.8,78,90.8,62.3,85.6,87.5,61.7,95,61.7,87.5,100,87.5
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,75,75,82.5,100,87.6,87.6,82.7,52.4,82.7,90.3,78,90.3,72.9,78,73.8,91.3,92.3,91.3,73.8,100,73.8
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,95,95,95,98.6,88.3,88.3,88.2,100,88.2,79.2,79.4,79.2,67.3,90.8,81.4,87.6,33.3,87.6,81.4,100,81.4
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,75,85,82.5,89.5,84.5,84.5,87.5,100,87.5,93.1,79.3,93.1,63,90.3,80,79.2,89,90.8,80,100,80
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,72.5,80,75,83.3,85.6,85.6,73.8,100,73.8,89.9,80,89.9,63,79.2,83.2,93.1,75.7,90.3,83.2,100,83.2
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,95,95,75,100,88.3,88.3,81.4,100,81.4,61.7,92.4,61.7,63,93.1,84.5,89.9,92.4,79.2,84.5,88.4,84.5
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,95,95,95,100,79.2,79.2,80,100,80,91.3,90.1,91.3,65.7,89.9,85.6,61.7,88.5,93.1,85.6,71,85.6
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,95,95,97.5,100,93.1,93.1,83.2,100,83.2,87.6,82.6,87.6,100,61.7,78,91.3,68.7,89.9,88.3,89.9,78
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,62.5,87.5,75,100,89.9,89.9,84.5,88.4,84.5,88.3,93.3,88.3,100,91.3,90.8,87.6,92.3,61.7,79.2,89,90.8
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,75,97.5,95,95.5,61.7,61.7,85.6,71,85.6,84.5,93.3,84.5,44.4,87.6,90.3,73.3,89.4,91.3,93.1,75.7,90.3
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,75,75,95,96.3,91.3,91.3,88.3,89.9,78,85.6,68.8,85.6,75,88.3,79.2,90.5,88.3,87.6,89.9,92.4,79.2
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,75,95,95,100,87.6,87.6,79.2,89,90.8,88.3,83.7,88.3,61.9,84.5,93.1,88.4,83.4,88.3,61.7,88.5,93.1
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,72.5,95,62.5,100,73.3,73.3,93.1,75.7,90.3,79.2,77.3,79.2,44.4,85.6,89.9,78,84.8,84.5,91.3,68.7,89.9
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,72.5,87.5,75,100,90.5,90.5,89.9,92.4,79.2,93.1,88.1,93.1,66.7,88.3,61.7,90.8,87.9,85.6,87.6,92.3,61.7
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,75,97.5,75,98.6,88.4,88.4,61.7,88.5,93.1,89.9,89.7,89.9,57.1,79.2,91.3,90.3,100,88.3,73.3,89.4,91.3
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,97.5,95,75,64,69.8,69.8,91.3,68.7,89.9,61.7,89,61.7,100,93.1,87.6,79.2,90.9,79.2,90.5,88.3,87.6
Male,3,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,50,72.5,72.5,64,85,85,87.6,92.3,61.7,91.3,92,91.3,100,89.9,88.3,93.1,91.3,93.1,88.4,83.4,88.3
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,87.5,70,72.5,62.3,77.7,87.6,73.3,89.4,91.3,87.6,92,87.6,100,61.7,84.5,89.9,83.3,89.9,78,84.8,84.5
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,72.5,85,75,72.9,82.7,73.3,90.5,88.3,87.6,73.3,92,73.3,80.2,91.3,85.6,61.7,95,61.7,90.8,87.9,85.6
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,50,82.5,97.5,67.3,88.2,90.5,88.4,83.4,88.3,90.5,88,90.5,80.2,87.6,61.7,91.3,92.3,91.3,90.3,100,88.3
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,62.5,95,50,63,87.5,88.4,78,84.8,84.5,88.4,100,88.4,92.6,73.3,91.3,87.6,33.3,87.6,79.2,90.9,79.2
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,50,72.5,87.5,80.2,73.8,69.8,90.8,87.9,85.6,69.8,100,69.8,92.6,90.5,87.6,88.3,95.2,73.3,93.1,91.3,93.1
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,95,65,72.5,63,81.4,85,90.3,100,88.3,85,33.3,85,68.8,88.4,73.3,84.5,87.5,90.5,89.9,83.3,89.9
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,92.5,75,50,65.7,80,77.7,79.2,90.9,79.2,77.7,66.7,77.7,80.7,69.8,90.5,85.6,85.7,88.4,61.7,95,61.7
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,87.5,77.5,62.5,64,83.2,82.7,93.1,91.3,93.1,82.7,52.4,82.7,75.6,85,88.4,88.3,70.6,69.8,91.3,92.3,91.3
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,87.5,50,67.5,64,84.5,88.2,89.9,83.3,89.9,88.2,100,88.2,68.7,77.7,69.8,79.2,75,85,87.6,33.3,87.6
Male,3,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,72.5,85,85,62.3,85.6,87.5,61.7,95,61.7,87.5,100,87.5,63,93.1,84.5,93.1,86.6,77.7,88.3,95.2,73.3
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,62.5,82.5,37.5,72.9,78,73.8,91.3,92.3,91.3,73.8,100,73.8,65.7,89.9,85.6,89.9,100,82.7,84.5,87.5,90.5
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,67.5,80,82.5,67.3,90.8,81.4,87.6,33.3,87.6,81.4,100,81.4,100,61.7,78,61.7,100,88.2,85.6,85.7,88.4
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,72.5,75,80,63,90.3,80,79.2,89,90.8,80,100,80,100,91.3,90.8,91.3,100,87.5,88.3,70.6,69.8
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,67.5,95,62.5,63,79.2,83.2,93.1,75.7,90.3,83.2,100,83.2,44.4,87.6,90.3,87.6,75,73.8,79.2,75,85
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,75,60,70,63,93.1,84.5,89.9,92.4,79.2,84.5,88.4,84.5,75,88.3,79.2,73.3,84.6,81.4,93.1,86.6,77.7
Male,3,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,95,70,70,65.7,89.9,85.6,61.7,88.5,93.1,85.6,71,85.6,61.9,84.5,93.1,90.5,80,80,89.9,100,82.7
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,87.5,72.5,72.5,100,61.7,78,91.3,68.7,89.9,88.3,89.9,78,44.4,85.6,89.9,88.4,100,83.2,61.7,100,88.2
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,82.5,85,85,100,91.3,90.8,87.6,92.3,61.7,79.2,89,90.8,66.7,88.3,61.7,69.8,95.2,84.5,91.3,100,87.5
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,75,37.5,37.5,44.4,87.6,90.3,73.3,89.4,91.3,93.1,75.7,90.3,57.1,79.2,91.3,85,95.8,85.6,87.6,75,73.8
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,62.5,82.5,82.5,75,88.3,79.2,90.5,88.3,87.6,89.9,92.4,79.2,100,93.1,87.6,77.7,80,78,73.3,84.6,81.4
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,77.5,80,80,61.9,84.5,93.1,88.4,83.4,88.3,61.7,88.5,93.1,100,89.9,88.3,82.7,77.3,90.8,90.5,80,80
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,80,62.5,62.5,44.4,85.6,89.9,78,84.8,84.5,91.3,68.7,89.9,100,61.7,84.5,77.2,77.8,90.3,88.4,100,83.2
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,87.5,70,70,66.7,88.3,61.7,90.8,87.9,85.6,87.6,92.3,61.7,80.2,91.3,85.6,80,88,79.2,69.8,95.2,84.5
Female,3,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,97.5,75,75,57.1,79.2,91.3,90.3,100,88.3,73.3,89.4,91.3,80.2,87.6,61.7,78,87.3,93.1,85,95.8,85.6
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,95,95,87.5,100,93.1,87.6,79.2,90.9,79.2,90.5,88.3,87.6,92.6,73.3,91.3,78,92.9,89.9,77.7,80,78
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,72.5,60,97.5,100,89.9,88.3,93.1,91.3,93.1,88.4,83.4,88.3,92.6,90.5,87.6,79.4,92.2,61.7,82.7,77.3,90.8
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,70,70,95,100,61.7,84.5,89.9,83.3,89.9,78,84.8,84.5,68.8,88.4,73.3,79.3,75.7,91.3,77.2,77.8,90.3
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,85,72.5,72.5,80.2,91.3,85.6,61.7,95,61.7,90.8,87.9,85.6,80.7,69.8,90.5,80,83.4,87.6,80,88,79.2
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,82.5,85,70,80.2,87.6,61.7,91.3,92.3,91.3,90.3,100,88.3,75.6,85,88.4,92.4,79.7,88.3,78,87.3,93.1
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,95,37.5,85,92.6,73.3,91.3,87.6,33.3,87.6,79.2,90.9,79.2,68.7,77.7,69.8,90.1,89.7,84.5,78,92.9,89.9
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,72.5,82.5,82.5,92.6,90.5,87.6,88.3,95.2,73.3,93.1,91.3,93.1,91.3,83,93.1,82.6,95.3,85.6,79.4,92.2,61.7
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,65,80,95,68.8,88.4,73.3,84.5,87.5,90.5,89.9,83.3,89.9,87.6,81.3,89.9,89.9,94.6,88.3,79.3,75.7,91.3
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,75,62.5,72.5,80.7,69.8,90.5,85.6,85.7,88.4,61.7,95,61.7,73.3,86.7,61.7,61.7,73.8,79.2,80,83.4,87.6
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,77.5,70,65,75.6,85,88.4,88.3,70.6,69.8,91.3,92.3,91.3,90.5,93.3,91.3,91.3,83,93.1,92.4,79.7,88.3
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,50,82.5,75,68.7,77.7,69.8,79.2,75,85,87.6,33.3,87.6,88.4,93.3,87.6,87.6,81.3,89.9,90.1,89.7,84.5
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,85,80,77.5,63,93.1,84.5,93.1,86.6,77.7,88.3,95.2,73.3,63,90.3,80,73.3,86.7,61.7,82.6,95.3,85.6
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,82.5,80,50,65.7,89.9,85.6,89.9,100,82.7,84.5,87.5,90.5,0,79.2,83.2,90.5,93.3,91.3,89.9,94.6,88.3
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,80,75,85,100,61.7,78,61.7,100,88.2,85.6,85.7,88.4,63,93.1,84.5,88.4,93.3,87.6,61.7,73.8,79.2
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,75,95,82.5,100,91.3,90.8,91.3,100,87.5,88.3,70.6,69.8,65.7,89.9,85.6,63,90.3,80,91.3,83,93.1
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,95,60,80,44.4,87.6,90.3,87.6,75,73.8,79.2,75,85,100,61.7,78,0,79.2,83.2,87.6,81.3,89.9
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,60,70,75,75,88.3,79.2,73.3,84.6,81.4,93.1,86.6,77.7,100,91.3,90.8,63,93.1,84.5,73.3,86.7,61.7
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,70,72.5,95,61.9,84.5,93.1,90.5,80,80,89.9,100,82.7,44.4,87.6,90.3,65.7,89.9,85.6,90.5,93.3,91.3
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,72.5,85,60,44.4,85.6,89.9,88.4,100,83.2,61.7,100,88.2,75,88.3,79.2,100,61.7,78,88.4,93.3,87.6
Male,3,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,85,37.5,70,66.7,88.3,61.7,69.8,95.2,84.5,91.3,100,87.5,61.9,84.5,93.1,100,91.3,90.8,69.8,68.8,73.3
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,37.5,82.5,72.5,57.1,79.2,91.3,85,95.8,85.6,87.6,75,73.8,44.4,85.6,89.9,44.4,87.6,90.3,85,83.7,90.5
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,82.5,80,85,100,93.1,87.6,77.7,80,78,73.3,84.6,81.4,66.7,88.3,61.7,75,88.3,79.2,77.7,77.3,88.4
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,80,72.5,37.5,100,89.9,88.3,82.7,77.3,90.8,90.5,80,80,57.1,79.2,91.3,61.9,84.5,93.1,82.7,88.1,69.8
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,62.5,85,82.5,100,61.7,84.5,77.2,77.8,90.3,88.4,100,83.2,100,93.1,87.6,44.4,85.6,89.9,77.2,89.7,85
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,70,37.5,80,80.2,91.3,85.6,80,88,79.2,69.8,95.2,84.5,100,89.9,88.3,66.7,88.3,61.7,80,89,77.7
Female,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,52.5,82.5,62.5,80.2,87.6,61.7,78,87.3,93.1,85,95.8,85.6,100,61.7,84.5,57.1,79.2,91.3,78,92,82.7
Male,4,FS2,Y1,School 2 Current Student ,British,School 2,British,Year System,50,80,70,92.6,73.3,91.3,78,92.9,89.9,77.7,80,78,80.2,91.3,85.6,100,93.1,87.6,78,92,88.2
